ParkName,State,partySize,BookingType,RateType,Equipment
Porters Lake,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT 20ft
Blomidon,ON ,3,CampsitePermit,Full,Tents
Battery,ON ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,BC ,3,CampsitePermit,Full,ST
Laurie,NS ,6,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,QC ,1,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Valleyview,NS ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Boylston,BC ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,QC ,3,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 20ft
Mira River,ON ,8,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 40ft
Mira River,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,LT 40ft
Whycocomagh,QC ,3,CampsitePermit,Full,ST
Amherst Shore,QC ,5,CampsitePermit,Full,LT 40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Laurie,NS ,6,CampsitePermit,Full,ST
Porters Lake,ON ,6,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Valleyview,QC ,2,CampsitePermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,3,CampsitePermit,Full,LT 30ft
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Senior,LT 30ft
Graves Island,NS ,4,CampsitePermit,Full,LT 40ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT 30ft
The Islands,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,1,CampsitePermit,Senior,ST
Boylston,NS ,1,CampsitePermit,Senior,ST
The Islands,NS ,4,CampsitePermit,Full,Tents
Salsman,PE ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Senior,LT 30ft
Mira River,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 30ft
Porters Lake,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Five Islands,BC ,2,CampsitePermit,Senior,LT 20ft
Five Islands,NS ,2,CampsitePermit,Senior,LT 20ft
Amherst Shore,QC ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,6,CampsitePermit,Full,LT 20ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,3,CampsitePermit,Full,ST
The Islands,NS ,4,CampsitePermit,Full,LT 30ft
Amherst Shore,ON ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NB ,5,CampsitePermit,Full,LT 30ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Battery,ON ,3,CampsitePermit,Senior,LT 20ft
Laurie,ON ,3,CampsitePermit,Full,ST
Salsman,NS ,6,CampsitePermit,Full,Tents
Blomidon,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NB ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,3,CampsitePermit,Veteran,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 20ft
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 20ft
Blomidon,NB ,1,CampsitePermit,Full,LT 30ft
Laurie,NS ,4,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT 40ft
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Smileys,NS ,5,CampsitePermit,Full,LT 30ft
Mira River,NS ,4,CampsitePermit,Full,ST
Mira River,ON ,6,CampsitePermit,Full,LT 20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,LT 20ft
Whycocomagh,BC ,1,CampsitePermit,Full,LT 20ft
Porters Lake,ON ,2,CampsitePermit,Full,LT 30ft
Smileys,NS ,4,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Blomidon,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Smileys,NS ,5,CampsitePermit,Full,Tents
The Islands,NS ,1,CampsitePermit,Full,ST
Porters Lake,NS ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,LT 40ft
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,QC ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Mira River,QC ,4,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,6,CampsitePermit,Full,LT 20ft
Graves Island,NS ,4,CampsitePermit,Full,LT 40ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Senior,LT 30ft
Dollar Lake,NS ,6,CampsitePermit,Full,LT 20ft
Boylston,AB ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,Tents
Five Islands,QC ,3,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Blomidon,QC ,5,CampsitePermit,Full,LT 30ft
Graves Island,QC ,2,CampsitePermit,Senior,LT 20ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,LT 30ft
Blomidon,NS ,4,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Five Islands,ON ,5,CampsitePermit,Full,LT 40ft
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT 40ft
Caribou Munroes,QC ,1,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT 20ft
Smileys,AB ,2,CampsitePermit,Full,LT 40ft
Amherst Shore,NS ,2,CampsitePermit,Full,Tents
Salsman,NS ,6,CampsitePermit,Full,Tents
Whycocomagh,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,1,CampsitePermit,Full,LT 20ft
Laurie,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT 40ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Whycocomagh,BC ,2,CampsitePermit,Full,ST
Smileys,NS ,3,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT 40ft
Mira River,QC ,2,CampsitePermit,Full,ST
Graves Island,MB ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Blomidon,ON ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,3,CampsitePermit,Veteran,ST
Graves Island,ON ,1,CampsitePermit,Senior,ST
Graves Island,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT 40ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,LT 40ft
Laurie,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 40ft
Caribou Munroes,QC ,6,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Senior,LT 20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,LT 20ft
Graves Island,ON ,1,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Battery,ON ,3,CampsitePermit,Senior,LT 30ft
Amherst Shore,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NS ,4,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,AB ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Senior,LT 40ft
Porters Lake,NS ,2,CampsitePermit,Full,LT 30ft
Blomidon,NB ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 30ft
Amherst Shore,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 40ft
Boylston,NS ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,5,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT 30ft
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Five Islands,NB ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,6,CampsitePermit,Full,LT 20ft
Blomidon,NS ,5,CampsitePermit,Full,LT 20ft
Amherst Shore,AB ,2,CampsitePermit,Full,LT 30ft
Mira River,QC ,2,CampsitePermit,Senior,LT 20ft
Whycocomagh,QC ,2,CampsitePermit,Full,LT 40ft
Mira River,NS ,5,CampsitePermit,Full,LT 30ft
Amherst Shore,ON ,2,CampsitePermit,Senior,LT 30ft
Battery,ON ,2,CampsitePermit,Full,LT 30ft
Smileys,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT 40ft
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Valleyview,ON ,3,CampsitePermit,Full,Tents
Battery,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
The Islands,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,ON ,4,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,1,CampsitePermit,Full,LT 20ft
Amherst Shore,PE ,5,CampsitePermit,Full,LT 30ft
Battery,BC ,2,CampsitePermit,Full,ST
Blomidon,QC ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Senior,LT 30ft
Salsman,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,3,CampsitePermit,Senior,LT 20ft
Graves Island,NB ,2,CampsitePermit,Full,ST
Graves Island,QC ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Caribou Munroes,NS ,3,CampsitePermit,Senior,ST
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,SK ,6,CampsitePermit,Full,LT 20ft
Mira River,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,ST
Five Islands,NB ,6,CampsitePermit,Full,Tents
Battery,NS ,6,CampsitePermit,Full,LT 20ft
Graves Island,ON ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Senior,LT 30ft
Mira River,QC ,4,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,6,CampsitePermit,Full,LT 20ft
Blomidon,NS ,2,CampsitePermit,Veteran,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,ON ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Full,ST
The Islands,BC ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Mira River,QC ,4,CampsitePermit,Full,LT 20ft
Mira River,NS ,5,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT 20ft
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 40ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,3,CampsitePermit,Full,Tents
Valleyview,QC ,2,CampsitePermit,Full,ST
Amherst Shore,NB ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,NB ,4,CampsitePermit,Senior,LT 20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Salsman,NS ,5,CampsitePermit,Full,Tents
Five Islands,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Laurie,ON ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Senior,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Cape Chignecto,NB ,4,BackcountryPermit,Full,Cabin
Rissers Beach,NS ,5,CampsitePermit,Full,LT 30ft
Whycocomagh,QC ,1,CampsitePermit,Senior,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,LT 30ft
Porters Lake,ON ,2,CampsitePermit,Veteran,LT 20ft
Mira River,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT 40ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Smileys,QC ,3,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,AB ,2,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,3,CampsitePermit,Full,Tents
Ellenwood Lake,BC ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 40ft
Porters Lake,NS ,5,CampsitePermit,Full,Tents
Battery,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,5,CampsitePermit,Full,LT 40ft
Whycocomagh,ON ,1,CampsitePermit,Full,ST
Rissers Beach,NB ,4,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 40ft
Five Islands,ON ,2,CampsitePermit,Senior,LT 40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,ST
Mira River,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,ON ,3,CampsitePermit,Full,ST
Mira River,QC ,3,CampsitePermit,Senior,LT 20ft
Smileys,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,3,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,NS ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,1,CampsitePermit,Senior,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 40ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Graves Island,NS ,6,CampsitePermit,Senior,LT 30ft
Battery,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Valleyview,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Whycocomagh,NL ,2,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,LT 20ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Senior,ST
Amherst Shore,ON ,4,CampsitePermit,Full,LT 20ft
Blomidon,ON ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 40ft
Mira River,NS ,6,CampsitePermit,Full,LT 20ft
Battery,NS ,2,CampsitePermit,Senior,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT 30ft
Five Islands,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Senior,LT 20ft
Smileys,NS ,4,CampsitePermit,Full,LT 30ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT 20ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Graves Island,QC ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Salsman,NS ,6,CampsitePermit,Full,LT 30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Amherst Shore,NB ,5,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
The Islands,NS ,4,CampsitePermit,Full,Tents
Battery,ON ,2,CampsitePermit,Full,LT 20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,1,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT 40ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 30ft
The Islands,QC ,3,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,ST
Laurie,QC ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NB ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Senior,Tents
Caribou Munroes,ON ,2,CampsitePermit,Senior,ST
The Islands,NS ,4,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,1,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,LT 20ft
Five Islands,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Blomidon,NS ,1,CampsitePermit,Senior,ST
Battery,NS ,2,CampsitePermit,Full,ST
Porters Lake,QC ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,6,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
The Islands,ON ,1,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,1,CampsitePermit,Full,ST
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Mira River,NS ,5,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,ST
Whycocomagh,ON ,3,CampsitePermit,Full,LT 30ft
Graves Island,NS ,4,CampsitePermit,Full,Greater than 40ft
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT 40ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NB ,3,CampsitePermit,Full,ST
Blomidon,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,FULL,LT 20ft
Five Islands,NS ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Salsman,ON ,2,CampsitePermit,Full,ST
