ParkName,State,partySize,BookingType,RateType,Equipment
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Valleyview,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,ON ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,3,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,1,CampsitePermit,Veteran,Less than 30ft
Boylston,ON ,2,CampsitePermit,Full,Single Tent
Whycocomagh,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Veteran,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Full,Less than 40ft
Laurie,BC ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,5,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Veteran,Less than 30ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Battery,ON ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 40ft
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NB ,3,CampsitePermit,Full,Single Tent
Blomidon,QC ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Less than 30ft
Five Islands,ON ,6,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 20ft
Whycocomagh,NS ,4,CampsitePermit,Senior,Less than 30ft
Whycocomagh,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,AB ,1,CampsitePermit,Full,Less than 30ft
Laurie,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,3,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,1,BackcountryPermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Less than 20ft
Mira River,NS ,4,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,QC ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Single Tent
Cape Chignecto,NS ,4,BackcountryPermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,QC ,2,CampsitePermit,Full,Single Tent
Five Islands,NB ,5,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,4,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Salsman,NS ,4,CampsitePermit,Full,Less than 20ft
Boylston,NS ,2,CampsitePermit,Veteran,Tents
Five Islands,NS ,1,CampsitePermit,Senior,Single Tent
Laurie,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Boylston,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,5,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,6,CampsitePermit,Full,Tents
The Islands,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Blomidon,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,6,CampsitePermit,Senior,Less than 20ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,Tents
Five Islands,NS ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,3,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Battery,QC ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Whycocomagh,NB ,2,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,2,CampsitePermit,Senior,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,ON ,2,CampsitePermit,Full,Less than 20ft
Battery,ON ,3,CampsitePermit,Senior,Single Tent
Mira River,BC ,2,CampsitePermit,Senior,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 40ft
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Valleyview,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,QC ,3,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 40ft
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Senior,Less than 30ft
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Less than 40ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,2,CampsitePermit,Senior,Single Tent
Graves Island,ON ,2,CampsitePermit,Full,Less than 20ft
Whycocomagh,BC ,2,CampsitePermit,Senior,Less than 20ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,2,CampsitePermit,Full,Single Tent
Graves Island,QC ,2,CampsitePermit,Senior,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Battery,NS ,6,CampsitePermit,Full,Tents
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Battery,NS ,3,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,BC ,2,CampsitePermit,Senior,Less than 20ft
Smileys,NS ,2,CampsitePermit,Full,Less than 40ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,6,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Senior,Less than 40ft
Dollar Lake,AB ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,BC ,2,CampsitePermit,Senior,Less than 20ft
Smileys,NS ,3,CampsitePermit,Full,Less than 20ft
Mira River,NB ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Valleyview,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Valleyview,NS ,2,CampsitePermit,Senior,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,5,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,6,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,3,CampsitePermit,Full,Less than 40ft
Battery,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,QC ,2,CampsitePermit,Full,Single Tent
Rissers Beach,QC ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,ON ,4,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 30ft
Battery,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Battery,ON ,2,CampsitePermit,Full,Single Tent
Mira River,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,1,CampsitePermit,Senior,Single Tent
Laurie,NS ,6,CampsitePermit,Full,Tents
Battery,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Mira River,ON ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 20ft
Five Islands,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,ON ,2,CampsitePermit,Senior,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Battery,QC ,2,CampsitePermit,Senior,Single Tent
Mira River,NL ,4,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,3,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NB ,3,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,1,CampsitePermit,Full,Less than 20ft
Battery,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,ON ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,3,CampsitePermit,Full,Less than 20ft
Whycocomagh,BC ,2,CampsitePermit,Senior,Less than 40ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Less than 40ft
Valleyview,NS ,3,CampsitePermit,Full,Less than 40ft
Caribou Munroes,NS ,6,CampsitePermit,Full,Less than 20ft
Caribou Munroes,BC ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Valleyview,NS ,4,CampsitePermit,Full,Less than 20ft
Smileys,NS ,4,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Whycocomagh,ON ,2,CampsitePermit,Full,Less than 20ft
Battery,QC ,3,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,1,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Salsman,NS ,2,CampsitePermit,Full,Single Tent
Salsman,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 20ft
Mira River,ON ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Less than 40ft
Mira River,NS ,6,CampsitePermit,Full,Single Tent
Graves Island,NS ,5,CampsitePermit,Full,Single Tent
Whycocomagh,AB ,3,CampsitePermit,Full,Single Tent
Mira River,BC ,2,CampsitePermit,Senior,Less than 40ft
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Senior,Less than 40ft
Graves Island,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,QC ,1,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Tents
Valleyview,NS ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,Less than 20ft
Battery,NS ,4,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NB ,2,CampsitePermit,Full,Single Tent
Amherst Shore,QC ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,5,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,5,CampsitePermit,Full,Less than 20ft
Mira River,NS ,6,CampsitePermit,Full,Less than 40ft
Salsman,NS ,4,CampsitePermit,Full,Tents
Battery,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,6,CampsitePermit,Senior,Less than 40ft
Caribou Munroes,NB ,2,CampsitePermit,Senior,Single Tent
Dollar Lake,ON ,2,CampsitePermit,Senior,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Veteran,Single Tent
Thomas Raddall,QC ,4,CampsitePermit,Full,Single Tent
Valleyview,NS ,1,CampsitePermit,Senior,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Laurie,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NB ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,1,CampsitePermit,Senior,Single Tent
Thomas Raddall,NS ,4,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NB ,4,CampsitePermit,Full,Less than 40ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Senior,Less than 30ft
Graves Island,ON ,2,CampsitePermit,Senior,Less than 30ft
Caribou Munroes,ON ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Senior,Tents
Laurie,ON ,3,CampsitePermit,Full,Less than 20ft
Mira River,NS ,3,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NS ,5,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,5,CampsitePermit,Full,Tents
Salsman,NS ,3,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NL ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 30ft
Salsman,AB ,4,CampsitePermit,Full,Less than 30ft
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Smileys,NS ,6,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,6,CampsitePermit,Full,Less than 40ft
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Battery,NS ,4,CampsitePermit,Full,Less than 40ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,QC ,1,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Senior,Less than 30ft
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Ellenwood Lake,ON ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,4,CampsitePermit,Full,Tents
Five Islands,NS ,2,CampsitePermit,Full,Less than 30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Veteran,Single Tent
Porters Lake,NS ,2,CampsitePermit,Senior,Less than 20ft
Laurie,NS ,2,CampsitePermit,Full,Tents
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
Blomidon,QC ,4,CampsitePermit,Full,Single Tent
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Salsman,NS ,3,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Greater than 40ft
Five Islands,NS ,1,CampsitePermit,Senior,Single Tent
Battery,QC ,2,CampsitePermit,Senior,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,AB ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Senior,Less than 20ft
Battery,ON ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
Smileys,NS ,5,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,5,CampsitePermit,Full,Tents
Battery,QC ,2,CampsitePermit,Senior,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,QC ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,1,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,6,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 30ft
Thomas Raddall,NS ,3,CampsitePermit,Full,Single Tent
Laurie,QC ,2,CampsitePermit,Full,Single Tent
Five Islands,BC ,2,CampsitePermit,Senior,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 20ft
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,2,CampsitePermit,Full,Single Tent
Graves Island,QC ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Boylston,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
The Islands,ON ,2,CampsitePermit,Full,Less than 30ft
Porters Lake,QC ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Cape Chignecto,ON ,2,BackcountryPermit,Full,Single Tent
Whycocomagh,ON ,2,CampsitePermit,Full,Less than 20ft
Battery,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NB ,2,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,1,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Battery,NB ,6,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,4,CampsitePermit,Veteran,Tents
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,6,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Battery,NS ,5,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,7,CampsitePermit,Full,Tents
Five Islands,ON ,4,CampsitePermit,Full,Single Tent
Five Islands,NS ,4,CampsitePermit,Full,Tents
Porters Lake,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NB ,5,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,4,CampsitePermit,Full,Less than 30ft
Amherst Shore,ON ,2,CampsitePermit,Full,Less than 30ft
Five Islands,PE ,2,CampsitePermit,Full,Single Tent
The Islands,QC ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,5,CampsitePermit,Full,Tents
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 20ft
Five Islands,ON ,3,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Senior,Less than 40ft
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,5,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Five Islands,PE ,3,CampsitePermit,Full,Single Tent
Battery,QC ,3,CampsitePermit,Full,Less than 20ft
The Islands,NS ,2,CampsitePermit,Full,Less than 30ft
Salsman,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,5,CampsitePermit,Full,Single Tent
Whycocomagh,ON ,2,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,3,BackcountryPermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 40ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,3,CampsitePermit,Full,Single Tent
Battery,BC ,2,CampsitePermit,Senior,Single Tent
Smileys,ON ,4,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Host,Less than 30ft
Caribou Munroes,QC ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Laurie,NS ,5,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,ON ,1,CampsitePermit,Full,Single Tent
Porters Lake,NS ,1,CampsitePermit,Full,Single Tent
Amherst Shore,QC ,2,CampsitePermit,Senior,Less than 20ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,4,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,3,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Valleyview,NS ,4,CampsitePermit,Full,Single Tent
Porters Lake,NL ,2,CampsitePermit,Full,Less than 40ft
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
The Islands,NS ,4,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,5,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,5,CampsitePermit,Full,Less than 40ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Full,Tents
Mira River,NS ,6,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,ON ,4,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,2,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Graves Island,QC ,4,CampsitePermit,Full,Less than 40ft
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Mira River,ON ,3,CampsitePermit,Full,Single Tent
Whycocomagh,AB ,2,CampsitePermit,Senior,Less than 30ft
Mira River,NS ,4,CampsitePermit,Full,Less than 40ft
Porters Lake,QC ,1,CampsitePermit,Full,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Less than 40ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Boylston,BC ,4,CampsitePermit,Full,Single Tent
Graves Island,ON ,1,CampsitePermit,Full,Single Tent
Rissers Beach,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Whycocomagh,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Salsman,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
